                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    149,                0.53273,                0.36296,                0.99895,                 0.8647,                0.79956,                0.88777,                0.67653,                0.91818,                0.59205,                 1.2983,             0.00036528,             0.00036528,             0.00036528
                    150,                 0.5916,                0.38217,                 1.0124,                0.84203,                0.81747,                0.87064,                0.66506,                 0.9217,                0.61101,                 1.2979,             0.00036293,             0.00036293,             0.00036293
                    151,                0.53737,                0.36439,                 0.9903,                0.82829,                0.84761,                0.89332,                0.69224,                0.92188,                0.60349,                 1.3014,             0.00036057,             0.00036057,             0.00036057
                    152,                  0.566,                0.37689,                0.99586,                0.87668,                0.83167,                0.91283,                0.70283,                0.90428,                0.57198,                 1.2833,             0.00035821,             0.00035821,             0.00035821
                    153,                0.56331,                0.37009,                 1.0068,                0.84526,                0.86325,                0.91046,                0.70211,                0.90881,                0.58443,                 1.2878,             0.00035586,             0.00035586,             0.00035586
                    154,                0.55817,                0.37313,                 1.0032,                0.88407,                0.80635,                0.89477,                0.68872,                 0.9221,                0.58354,                 1.3028,              0.0003535,              0.0003535,              0.0003535
                    155,                0.52037,                0.36731,                0.99191,                0.83947,                0.81968,                0.88848,                0.68042,                0.93358,                0.59446,                 1.3077,             0.00035115,             0.00035115,             0.00035115
                    156,                0.53923,                0.35729,                0.98419,                0.87567,                0.81228,                 0.9041,                0.70238,                0.90872,                0.55555,                 1.2929,             0.00034879,             0.00034879,             0.00034879
                    157,                0.53915,                0.35692,                0.97614,                0.85184,                0.84409,                0.89618,                0.69913,                0.94114,                0.58436,                  1.322,             0.00034643,             0.00034643,             0.00034643
                    158,                0.54523,                0.36864,                0.98955,                0.87271,                0.82102,                0.89653,                0.68839,                0.95161,                0.61994,                  1.318,             0.00034408,             0.00034408,             0.00034408
                    159,                0.54251,                0.37612,                 1.0027,                0.84338,                0.84798,                0.90364,                0.69403,                0.92322,                0.57453,                 1.3113,             0.00034172,             0.00034172,             0.00034172
                    160,                0.53065,                0.35542,                 1.0023,                0.84219,                0.81962,                 0.8853,                0.68755,                0.92745,                0.56957,                 1.3326,             0.00033936,             0.00033936,             0.00033936
                    161,                0.52823,                0.35761,                0.98369,                0.90355,                0.76724,                0.88144,                0.67327,                0.94912,                0.61728,                 1.3255,             0.00033701,             0.00033701,             0.00033701
                    162,                0.52318,                0.35227,                0.98616,                0.91752,                0.81588,                0.90411,                0.69866,                0.94243,                0.59223,                 1.3279,             0.00033465,             0.00033465,             0.00033465
                    163,                 0.5308,                0.36006,                  0.979,                0.89789,                0.81859,                0.89985,                0.69127,                0.95233,                0.58053,                 1.3314,              0.0003323,              0.0003323,              0.0003323
                    164,                0.51822,                0.34109,                0.98663,                0.86743,                0.83586,                0.89484,                0.68259,                0.95626,                0.58066,                 1.3475,             0.00032994,             0.00032994,             0.00032994
                    165,                0.51645,                0.34151,                0.97738,                  0.886,                0.83223,                0.89765,                0.69248,                0.95632,                0.58738,                 1.3371,             0.00032758,             0.00032758,             0.00032758
                    166,                0.53589,                0.35082,                0.98193,                0.89579,                0.76994,                0.87552,                0.66876,                0.96095,                 0.6292,                 1.3403,             0.00032523,             0.00032523,             0.00032523
                    167,                0.52294,                0.35087,                0.98837,                0.87781,                0.78773,                0.88518,                0.67624,                0.93912,                0.59307,                 1.3308,             0.00032287,             0.00032287,             0.00032287
                    168,                0.54791,                0.36178,                 0.9916,                0.85648,                0.81825,                0.88171,                0.67624,                0.95551,                0.58335,                  1.345,             0.00032051,             0.00032051,             0.00032051
                    169,                0.50182,                0.35072,                0.98006,                0.88854,                0.81134,                0.88433,                0.68405,                0.93571,                0.60873,                 1.3299,             0.00031816,             0.00031816,             0.00031816
                    170,                0.51094,                0.35029,                 0.9784,                0.89293,                0.79953,                0.87957,                0.68708,                 0.9363,                0.60738,                 1.3225,              0.0003158,              0.0003158,              0.0003158
                    171,                0.51941,                0.35673,                0.99236,                0.88963,                0.80594,                0.88403,                0.69412,                0.93854,                0.59491,                 1.3344,             0.00031345,             0.00031345,             0.00031345
                    172,                0.49401,                0.33448,                0.98868,                0.89736,                0.78954,                0.87965,                0.69479,                0.92257,                 0.6013,                 1.3199,             0.00031109,             0.00031109,             0.00031109
                    173,                0.50544,                 0.3348,                0.98501,                0.91528,                0.81102,                0.90016,                0.69515,                0.94663,                 0.5909,                  1.337,             0.00030873,             0.00030873,             0.00030873
                    174,                0.50416,                 0.3425,                0.97712,                 0.8377,                0.82685,                0.87439,                0.68466,                 0.9263,                0.59249,                 1.3194,             0.00030638,             0.00030638,             0.00030638
                    175,                0.50655,                0.34412,                0.97414,                0.88818,                0.82297,                0.89457,                0.70069,                0.93911,                 0.5827,                 1.3336,             0.00030402,             0.00030402,             0.00030402
                    176,                0.52413,                 0.3512,                0.99284,                0.82055,                 0.8209,                0.88151,                0.68441,                0.93584,                0.59541,                 1.3197,             0.00030167,             0.00030167,             0.00030167
                    177,                0.50757,                0.34234,                0.97235,                 0.8595,                0.81497,                0.87604,                 0.6732,                0.95511,                0.60308,                 1.3266,             0.00029931,             0.00029931,             0.00029931
                    178,                0.50803,                0.34394,                0.98273,                0.90663,                0.78398,                0.89765,                0.69522,                0.94903,                0.59298,                 1.3436,             0.00029695,             0.00029695,             0.00029695
                    179,                0.49455,                0.33205,                0.98488,                0.88084,                0.81635,                0.90042,                0.69661,                0.93842,                0.59884,                 1.3361,              0.0002946,              0.0002946,              0.0002946
                    180,                 0.5014,                0.33758,                0.97174,                0.85791,                0.79164,                0.88254,                0.67597,                0.94543,                0.60135,                 1.3325,             0.00029224,             0.00029224,             0.00029224
                    181,                0.50669,                0.33703,                0.98491,                0.83598,                0.84967,                0.88701,                0.69476,                0.94695,                0.58983,                 1.3229,             0.00028988,             0.00028988,             0.00028988
                    182,                 0.4846,                0.33284,                0.96144,                0.88369,                0.81246,                 0.8923,                 0.6893,                0.93989,                0.61006,                 1.3254,             0.00028753,             0.00028753,             0.00028753
                    183,                0.49874,                0.33181,                0.97106,                0.90569,                0.80348,                0.88063,                0.68777,                0.92623,                0.61784,                 1.3052,             0.00028517,             0.00028517,             0.00028517
                    184,                0.51319,                0.33562,                0.96698,                0.84873,                0.81473,                0.88518,                0.67993,                0.92757,                0.60923,                  1.313,             0.00028282,             0.00028282,             0.00028282
                    185,                0.50108,                 0.3255,                0.96861,                0.89351,                0.80376,                0.89765,                0.69275,                0.93507,                0.59019,                 1.3301,             0.00028046,             0.00028046,             0.00028046
                    186,                0.50963,                0.33317,                0.98719,                 0.9041,                0.80936,                 0.9017,                0.69293,                0.95224,                0.62008,                 1.3455,              0.0002781,              0.0002781,              0.0002781
                    187,                 0.4886,                0.32361,                0.96114,                0.85547,                0.82231,                0.88807,                0.68539,                0.94162,                0.59844,                 1.3327,             0.00027575,             0.00027575,             0.00027575
                    188,                0.47826,                0.32757,                0.97802,                0.92867,                0.78647,                0.89474,                0.67554,                0.96135,                0.58204,                 1.3525,             0.00027339,             0.00027339,             0.00027339
                    189,                0.50267,                0.32605,                0.97614,                0.88851,                0.79695,                0.89066,                0.68877,                0.95424,                0.57837,                 1.3489,             0.00027103,             0.00027103,             0.00027103
                    190,                0.47521,                0.31909,                0.97272,                 0.8842,                0.82781,                0.88692,                0.69453,                0.95308,                0.61999,                 1.3428,             0.00026868,             0.00026868,             0.00026868
                    191,                0.49095,                0.32659,                0.98077,                0.88312,                0.82805,                0.89532,                0.69759,                0.94789,                0.58054,                 1.3475,             0.00026632,             0.00026632,             0.00026632
                    192,                0.47935,                0.32035,                 0.9673,                 0.8781,                0.82156,                0.87261,                0.67676,                0.94211,                0.61297,                 1.3408,             0.00026397,             0.00026397,             0.00026397
                    193,                0.48412,                0.32345,                 0.9664,                0.86479,                0.84596,                  0.898,                0.69821,                0.95078,                0.57566,                  1.347,             0.00026161,             0.00026161,             0.00026161
                    194,                0.47781,                0.30882,                0.95879,                0.92252,                0.78843,                0.89094,                0.69945,                 0.9449,                0.59874,                 1.3449,             0.00025925,             0.00025925,             0.00025925
                    195,                0.46399,                0.31333,                0.94993,                 0.9014,                0.81183,                0.89483,                0.69814,                 0.9665,                0.59441,                 1.3558,              0.0002569,              0.0002569,              0.0002569
                    196,                0.47259,                0.31432,                0.95368,                0.86252,                0.84113,                0.90285,                0.70028,                0.94851,                0.59026,                 1.3321,             0.00025454,             0.00025454,             0.00025454
                    197,                0.48413,                0.31166,                0.96357,                0.84505,                0.80425,                0.89202,                0.68429,                 0.9557,                0.59694,                 1.3447,             0.00025218,             0.00025218,             0.00025218
                    198,                0.45736,                0.30906,                0.96041,                0.82999,                 0.8059,                0.87989,                0.68905,                0.94978,                0.60077,                 1.3252,             0.00024983,             0.00024983,             0.00024983
                    199,                 0.4806,                0.32061,                0.95541,                0.82883,                0.83094,                0.87754,                 0.6737,                0.95941,                0.61347,                 1.3359,             0.00024747,             0.00024747,             0.00024747
                    200,                0.47599,                0.30961,                 0.9732,                0.84177,                0.82934,                0.88723,                0.68252,                0.94463,                0.60812,                 1.3392,             0.00024512,             0.00024512,             0.00024512
                    201,                 0.4745,                0.31952,                0.95158,                0.87105,                0.80877,                0.88302,                0.68759,                0.94914,                0.61837,                 1.3457,             0.00024276,             0.00024276,             0.00024276
                    202,                0.47677,                0.31544,                0.96919,                0.86516,                 0.8539,                0.89801,                0.69783,                0.95266,                0.60488,                 1.3446,              0.0002404,              0.0002404,              0.0002404
                    203,                0.47271,                0.31467,                0.95619,                0.89702,                0.83401,                0.89319,                0.70211,                0.94206,                0.59587,                 1.3379,             0.00023805,             0.00023805,             0.00023805
                    204,                0.47338,                0.31401,                0.95847,                0.88382,                 0.8164,                0.88385,                0.68418,                0.96438,                0.61557,                 1.3686,             0.00023569,             0.00023569,             0.00023569
                    205,                 0.4737,                0.32205,                0.97207,                0.91825,                0.77233,                0.88952,                0.68287,                0.94854,                0.60269,                 1.3507,             0.00023334,             0.00023334,             0.00023334
